volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
II,44,,Hill Crow-Shrike,Strepera arguta,Strepera versicolor,Gray Currawong,grycur1,eBird/Clements 2025,Q745796,2489446,B7717F2A21DBFEFB,Strepera versicolor_Gray Currawong,,high,yes,arguta = Tasmanian Grey Currawong,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,45,,Grey Crow-Shrike,Strepera Anaphonensis,Strepera versicolor,Gray Currawong,grycur1,eBird/Clements 2025,Q745796,2489446,B7717F2A21DBFEFB,Strepera versicolor_Gray Currawong,,high,yes,anaphonensis = Grey Currawong,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,46,,Piping Crow-Shrike,Gymnorhina Tibicen,Gymnorhina tibicen,Australian Magpie,ausmag2,eBird/Clements 2025,Q1140949,2489450,3CE2F51F02451B42,Gymnorhina tibicen_Australian Magpie,,high,yes,Australian Magpie,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,47,,White-backed Crow-Shrike,Gymnorhina leuconota,Gymnorhina tibicen,Australian Magpie,ausmag2,eBird/Clements 2025,Q1140949,2489450,3CE2F51F02451B42,Gymnorhina tibicen_Australian Magpie,,high,yes,leuconota = white-backed race,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,48,,Tasmanian Crow-Shrike,Gymnorhina organicum,Gymnorhina tibicen,Australian Magpie,ausmag2,eBird/Clements 2025,Q1140949,2489450,3CE2F51F02451B42,Gymnorhina tibicen_Australian Magpie,,high,yes,organicum = Tasmanian race,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,49,,Black-throated Crow-Shrike,Cracticus nigrogularis,Cracticus nigrogularis,Pied Butcherbird,piebut1,eBird/Clements 2025,Q1301153,2489439,B731E46975ED3C7B,Cracticus nigrogularis_Pied Butcherbird,,high,yes,Pied Butcherbird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,50,,Pied Crow-Shrike,Cracticus picatus,Cracticus nigrogularis,Pied Butcherbird,piebut1,eBird/Clements 2025,Q1301153,2489439,B731E46975ED3C7B,Cracticus nigrogularis_Pied Butcherbird,,high,yes,picatus = NW race of Pied Butcherbird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,51,,Silvery-backed Butcher-Bird,Cracticus argenteus,Cracticus argenteus,Silver-backed Butcherbird,sibbut1,eBird/Clements 2025,Q4355051,7340483,,Cracticus torquatus_Gray Butcherbird,,high,yes,"Silver-backed Butcherbird; IOC splits, BirdNET/Clements 2021 lump in Grey Butcherbird",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,52,,Butcher-Bird,Cracticus destructor,Cracticus torquatus,Gray Butcherbird,grybut1,eBird/Clements 2025,Q974220,2489440,8B42677C5CDC6C48,Cracticus torquatus_Gray Butcherbird,,high,yes,destructor = Grey Butcherbird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,53,,Quoy’s Crow-Shrike,Cracticus Quoyii,Melloria quoyi,Black Butcherbird,blabut1,eBird/Clements 2025,Q2669160,2489442,,Cracticus quoyi_Black Butcherbird,,high,yes,Black Butcherbird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,54,,Pied Grallina,Grallina Australis,Grallina cyanoleuca,Magpie-lark,maglar1,eBird/Clements 2025,Q1190650,2486655,40BC6550C36A11BA,Grallina cyanoleuca_Magpie-lark,,high,yes,australis = Magpie-lark,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,55,,Black-faced Graucalus,Graucalus melanops,Coracina novaehollandiae,Black-faced Cuckooshrike,bkfcus1,eBird/Clements 2025,Q1067835,2486761,3B2EE2D4B3CE0028,Coracina novaehollandiae_Black-faced Cuckooshrike,,high,yes,melanops = Black-faced Cuckooshrike,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,56,,Varied Graucalus,Graucalus mentalis,Coracina papuensis,White-bellied Cuckooshrike,whbcus1,eBird/Clements 2025,Q1083108,2486777,FFB094BE0FD33B96,Coracina papuensis_White-bellied Cuckooshrike,,medium,yes,mentalis V&H = dark-faced 'Varied' form of White-bellied Cuckooshrike (robusta),List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,57,,White-bellied Graucalus,Graucalus hypoleucus,Coracina papuensis,White-bellied Cuckooshrike,whbcus1,eBird/Clements 2025,Q1083108,2486777,FFB094BE0FD33B96,Coracina papuensis_White-bellied Cuckooshrike,,high,yes,hypoleuca = White-bellied Cuckooshrike,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,58,,Swainson’s Graucalus,Graucalus Swainsonii,Coracina lineata,Barred Cuckooshrike,yeecus1,eBird/Clements 2025,Q2667574,2486752,37E84A15B50D0E52,Coracina lineata_Barred Cuckooshrike,,high,yes,"swainsonii Gould, new name for Ceblepyris lineatus Swainson (barred breast) = Barred Cuckooshrike",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,59,,Ground Graucalus,Pteropodocys Phasianella,Coracina maxima,Ground Cuckooshrike,grocus1,eBird/Clements 2025,Q1006071,2486755,69C99EC0A6331835,,,high,yes,Ground Cuckooshrike; not in BirdNET,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,60,,Jardine’s Campephaga,Campephaga Jardinii,Edolisoma tenuirostre,Sahul Cicadabird,cicada1,eBird/Clements 2025,Q10757981,8187559,DB4BDABEDE8065DA,Edolisoma tenuirostre_Common Cicadabird,,high,yes,Campephaga jardinii = Common Cicadabird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,61,,Northern Campephaga,Campephaga Karu,Lalage leucomela,Varied Triller,vartri1,eBird/Clements 2025,Q3119545,5230458,8D0358C76808B6F5,Lalage leucomela_Varied Triller,,high,yes,Port Essington bird Gould referred to karu = Varied Triller (rufiventris),List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,62,,Black and White Campephaga,Campephaga leucomela,Lalage leucomela,Varied Triller,vartri1,eBird/Clements 2025,Q3119545,5230458,8D0358C76808B6F5,Lalage leucomela_Varied Triller,,high,yes,Varied Triller,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,63,,White-shouldered Campephaga,Campephaga humeralis,Lalage tricolor,White-winged Triller,whwtri1,eBird/Clements 2025,Q3083824,5230457,DFD1EAF6A07779F0,Lalage tricolor_White-winged Triller,,high,yes,humeralis Gould = White-winged Triller,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,64,,Guttural Pachycephala,Pachycephala gutturalis,Pachycephala pectoralis,Golden Whistler,y01193,eBird/Clements 2025,,,,Pachycephala pectoralis_Golden Whistler,,medium,yes,"gutturalis Latham = Golden Whistler (E Aus); Gould's synonymy also lumps the W form (fuliginosa, now Western Whistler)",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,65,,Grey-tailed Pachycephala,Pachycephala glaucura,Pachycephala pectoralis,Golden Whistler,y01193,eBird/Clements 2025,,,,Pachycephala pectoralis_Golden Whistler,,high,yes,glaucura = Tasmanian Golden Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,66,,Black-tailed Pachycephala,Pachycephala melanura,Pachycephala melanura,Black-tailed Whistler,bltwhi1,eBird/Clements 2025,Q3116418,5959174,4A2D482EECCF35B5,,,high,yes,Mangrove Golden Whistler; not in BirdNET,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,67,,Banded Thick-head,Pachycephala pectoralis,Pachycephala rufiventris,Rufous Whistler,rufwhi1,eBird/Clements 2025,Q3180293,5959190,62C9367FF68C8C90,Pachycephala rufiventris_Rufous Whistler,,high,yes,"TRAP: Gould's 'P. pectoralis, Banded Thick-head' is Latham's Muscicapa pectoralis = Rufous Whistler (orange-brown belly, black band); binomial now = Golden Whistler",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,68,,Lunated Pachycephala,Pachycephala falcata,Pachycephala rufiventris,Rufous Whistler,rufwhi1,eBird/Clements 2025,Q3180293,5959190,62C9367FF68C8C90,Pachycephala rufiventris_Rufous Whistler,,high,yes,falcata Gould = NT race of Rufous Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,69,,Shrike-like Pachycephala,Pachycephala Lanoides,Pachycephala lanioides,White-breasted Whistler,whbwhi2,eBird/Clements 2025,Q3231542,5959173,,Pachycephala lanioides_White-breasted Whistler,,high,yes,White-breasted Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,70,,Red-throated Pachycephala,Pachycephala rufogularis,Pachycephala rufogularis,Red-lored Whistler,relwhi1,eBird/Clements 2025,Q3115143,5959179,112C6BA3D43C8C9A,,,high,yes,Red-lored Whistler; not in BirdNET,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,71,,Gilbert’s Pachycephala,Pachycephala Gilbertii,Pachycephala inornata,Gilbert's Whistler,gilwhi1,eBird/Clements 2025,Q1301161,5959161,631D64E039A98BD2,Pachycephala inornata_Gilbert's Whistler,,high,yes,gilbertii = Gilbert's Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,72,,Plain-coloured Pachycephala,Pachycephala simplex,Pachycephala simplex,Gray Whistler,grywhi2,eBird/Clements 2025,Q1092678,5959192,6C7C4C9854D1BB54,Pachycephala simplex_Gray Whistler,,high,yes,Grey Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,73,,Olivaceous Pachycephala,Pachycephala olivacea,Pachycephala olivacea,Olive Whistler,oliwhi1,eBird/Clements 2025,Q3115163,5959175,AB08B1DE98E02B5B,Pachycephala olivacea_Olive Whistler,,high,yes,Olive Whistler,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,74,,Harmonious Colluricincla,Colluricincla harmonica,Colluricincla harmonica,Gray Shrikethrush,grysht1,eBird/Clements 2025,Q605763,2482357,AD4D85BBF4C62281,Colluricincla harmonica_Gray Shrikethrush,,high,yes,Grey Shrikethrush,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,75,,Buff-bellied Colluricincla,Colluricincla rufiventris,Colluricincla harmonica,Gray Shrikethrush,grysht1,eBird/Clements 2025,Q605763,2482357,AD4D85BBF4C62281,Colluricincla harmonica_Gray Shrikethrush,,high,yes,rufiventris = W race,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,76,,Brown Colluricincla,Colluricincla brunnea,Colluricincla harmonica,Gray Shrikethrush,grysht1,eBird/Clements 2025,Q605763,2482357,AD4D85BBF4C62281,Colluricincla harmonica_Gray Shrikethrush,,high,yes,brunnea = N race of Grey Shrikethrush,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,77,,Selby’s Colluricincla,Colluricincla Selbii,Colluricincla harmonica,Gray Shrikethrush,grysht1,eBird/Clements 2025,Q605763,2482357,AD4D85BBF4C62281,Colluricincla harmonica_Gray Shrikethrush,,high,yes,selbii = Tasmanian Grey Shrikethrush (Gould's text),List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,78,,Little Colluricincla,Colluricincla parvula,Colluricincla megarhyncha,Little Shrikethrush,litshr31,eBird/Clements 2025,,,,Colluricincla megarhyncha_Arafura Shrikethrush,,high,yes,"parvula = NT race; BirdNET's megarhyncha is Arafura Shrikethrush, which holds parvula",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,79,,Frontal Shrike-Tit,Falcunculus frontatus,Falcunculus frontatus,Eastern Shrike-tit,cresht1,eBird/Clements 2025,Q27621336,7342021,,Falcunculus frontatus_Crested Shrike-tit,,high,yes,Crested Shrike-tit,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,80,,White-bellied Shrike-Tit,Falcunculus leucogaster,Falcunculus frontatus,Eastern Shrike-tit,cresht1,eBird/Clements 2025,Q27621336,7342021,,Falcunculus frontatus_Crested Shrike-tit,,high,yes,leucogaster = W race (IOC splits; BirdNET lumps),List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,81,,Crested Oreoïca,Oreoica gutturalis,Oreoica gutturalis,Crested Bellbird,crebel1,eBird/Clements 2025,Q1840756,5229497,588549DAB13F4EFB,Oreoica gutturalis_Crested Bellbird,,high,yes,Crested Bellbird,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,82,,Spangled Drongo,Dicrurus bracteatus,Dicrurus bracteatus,Spangled Drongo,spadro1,eBird/Clements 2025,Q1002070,2493965,FEB566B5EA3A31BE,Dicrurus bracteatus_Spangled Drongo,,high,yes,Spangled Drongo,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,83,,White-shafted Fantail,Rhipidura albiscapa,Rhipidura albiscapa,Gray Fantail,gryfan1,eBird/Clements 2025,Q2225293,7340584,,Rhipidura albiscapa_Gray Fantail,,high,yes,Grey Fantail,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,84,,Rufous-fronted Fantail,Rhipidura rufifrons,Rhipidura rufifrons,Australian Rufous Fantail,ruffan13,eBird/Clements 2025,,,,Rhipidura rufifrons_Rufous Fantail,,high,yes,Rufous Fantail,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,85,,Northern Fantail,Rhipidura isura,Rhipidura rufiventris,Northern Fantail,norfan1,eBird/Clements 2025,Q2224767,5231729,C37229FF804F14AC,Rhipidura rufiventris_Northern Fantail,,high,yes,isura = Northern Fantail,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,86,,Black Fantailed Flycatcher,Rhipidura Motacilloides,Rhipidura leucophrys,Willie-wagtail,wilwag1,eBird/Clements 2025,Q642235,5231722,F65B55BD3C8ADA8F,Rhipidura leucophrys_Willie-wagtail,,high,yes,motacilloides = Willie-wagtail,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,87,,Restless Flycatcher,Seisura inquieta,Myiagra inquieta,Restless Flycatcher,resfly1,eBird/Clements 2025,Q650334,2486651,F61C41E3A3BE0269,Myiagra inquieta_Restless Flycatcher,,high,yes,Restless Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,88,,Blue Shining Flycatcher,Piezorhynchus nitidus,Myiagra alecto,Shining Flycatcher,shifly1,eBird/Clements 2025,Q1305018,2486642,CE626FAD9066606D,Myiagra alecto_Shining Flycatcher,,high,yes,Piezorhynchus nitidus = Shining Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,89,,Plumbeous Flycatcher,Myiagra plumbea,Myiagra rubecula,Leaden Flycatcher,leafly2,eBird/Clements 2025,Q3314834,2486638,,Myiagra rubecula_Leaden Flycatcher,,high,yes,plumbea = Leaden Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,90,,Pretty Flycatcher,Myiagra concinna,Myiagra rubecula,Leaden Flycatcher,leafly2,eBird/Clements 2025,Q3314834,2486638,,Myiagra rubecula_Leaden Flycatcher,,high,yes,concinna = N race of Leaden Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk
II,91,,Shining Flycatcher,Myiagra nitida,Myiagra cyanoleuca,Satin Flycatcher,satfly1,eBird/Clements 2025,Q1590333,2486637,,Myiagra cyanoleuca_Satin Flycatcher,,high,yes,"TRAP: Myiagra nitida Gould ('Satin Sparrow' of Tasmania) = Satin Flycatcher, not the Shining Flycatcher of today",List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,92,,Broad-billed Flycatcher,Myiagra latirostris,Myiagra ruficollis,Broad-billed Flycatcher,brbfly1,eBird/Clements 2025,Q2225125,2486646,,Myiagra ruficollis_Broad-billed Flycatcher,,high,yes,latirostris = Broad-billed Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,93,,Great-winged Micrœca,Microeca macroptera,Microeca fascinans,Jacky-winter,jacwin1,eBird/Clements 2025,Q1033170,2489296,C5A5486E9954A2FC,Microeca fascinans_Jacky-winter,,high,yes,macroptera = Jacky Winter,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,94,,Yellow-bellied Micrœca,Microeca flavigaster,Microeca flavigaster,Lemon-bellied Flyrobin,lebfly3,eBird/Clements 2025,Q426685,2489293,42231432767FAB86,Microeca flavigaster_Lemon-bellied Flycatcher,,high,yes,Lemon-bellied Flycatcher,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
II,95,,Carinated Flycatcher,Monarcha carinata,Monarcha melanopsis,Black-faced Monarch,blfmon1,eBird/Clements 2025,Q1308775,5230438,,Monarcha melanopsis_Black-faced Monarch,,high,yes,carinata = Black-faced Monarch,List of Plates (vol. II); engraved caption on the leaf; Gould's text and synonymy; crosswalk; pinned in Featherframe (gould_australia.yaml)
